cas_number,alias_name,normalized_alias,source_type,source_ref
107-18-6,アリルアルコール,アリルアルコル,law_entry_raw_name,340CO0000000002:Article 1
107-18-6,アリルアルコール,アリルアルコル,law_entry_raw_name,412CO0000000138:別表第一
107-18-6,アリルアルコール,アリルアルコル,law_mapping_exact_name,340CO0000000002:Article 1
107-18-6,アリルアルコール,アリルアルコル,law_mapping_exact_name,412CO0000000138:別表第一
107-18-6,アリルアルコール,アリルアルコル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107-20-0,クロロアセトアルデヒド,クロロアセトアルデヒド,law_entry_raw_name,340CO0000000002:Article 1
107-20-0,クロロアセトアルデヒド,クロロアセトアルデヒド,law_mapping_exact_name,340CO0000000002:Article 1
107-22-2,Glyoxal,glyoxal,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-22-2,グリオキサール,グリオキサル,law_entry_raw_name,412CO0000000138:別表第一
107-22-2,グリオキサール,グリオキサル,law_mapping_exact_name,412CO0000000138:別表第一
107-22-2,グリオキサール,グリオキサル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107-30-2,Chloromethoxymethane,chloromethoxymethane,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-30-2,Chloromethoxymethane,chloromethoxymethane,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-30-2,Chloromethyl methyl ether,chloromethylmethylether,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-30-2,Chloromethyl methyl ether,chloromethylmethylether,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-30-2,Methyl chrolomethyl ether,methylchrolomethylether,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107-30-2,Methyl chrolomethyl ether,methylchrolomethylether,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-30-2,クロロメチルメチルエーテル,クロロメチルメチルエテル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107-30-2,クロロメチルメチルエーテル,クロロメチルメチルエテル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-30-2,クロロメトキシメタン,クロロメトキシメタン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-30-2,メチルクロロメチルエーテル,メチルクロロメチルエテル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-30-2,モノクロロメチルエーテル,モノクロロメチルエテル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107-49-3,ＴＥＰＰ,tepp,law_entry_raw_name,340CO0000000002:Article 1
107-49-3,ＴＥＰＰ,tepp,law_mapping_exact_name,340CO0000000002:Article 1
107-49-3,テトラエチルピロホスフエイト,テトラエチルピロホスフエイト,law_entry_raw_name,340CO0000000002:Article 1
107-49-3,テトラエチルピロホスフエイト,テトラエチルピロホスフエイト,law_entry_raw_name,340CO0000000002:Article 3
107-49-3,テトラエチルピロホスフエイト,テトラエチルピロホスフエイト,law_mapping_exact_name,340CO0000000002:Article 1
107-49-3,テトラエチルピロホスフエイト,テトラエチルピロホスフエイト,law_mapping_exact_name,340CO0000000002:Article 3
1072-35-1,ステアリン酸鉛,ステアリン酸鉛,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
1072-35-1,鉛及びその化合物（酸化鉛、水酸化鉛その他の厚生労働大臣が指定する物に限る）,鉛及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
1072-35-1,鉛及びその化合物（酸化鉛、水酸化鉛その他の厚生労働大臣が指定する物に限る）,鉛及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
107534-96-3,"1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol","14,4dimethyl3pentan3ol",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
107534-96-3,"（RS）‐1‐パラ‐クロロフェニル‐4,4‐ジメチル‐3‐（1H‐1,2,4‐トリアゾール‐1‐イルメチル）ペンタン‐3‐オール","1パラクロロフェニル4,4ジメチル3ペンタン3オル",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107534-96-3,テブコナゾール,テブコナゾル,law_entry_raw_name,412CO0000000138:別表第一
107534-96-3,テブコナゾール,テブコナゾル,law_mapping_alias,412CO0000000138:別表第一
107534-96-3,テブコナゾール,テブコナゾル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
107534-96-3,（ＲＳ）―一―パラ―クロロフェニル―四・四―ジメチル―三―（一Ｈ―一・二・四―トリアゾール―一―イルメチル）ペンタン―三―オール,一パラクロロフェニル四・四ジメチル三ペンタン三オル,law_entry_raw_name,412CO0000000138:別表第一
108-05-4,Vinyl acetate,vinylacetate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-05-4,酢酸ビニル,酢酸ビニル,law_entry_raw_name,412CO0000000138:別表第一
108-05-4,酢酸ビニル,酢酸ビニル,law_mapping_exact_name,412CO0000000138:別表第一
108-05-4,酢酸ビニル,酢酸ビニル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-10-1,4-メチル-2-ペンタノン,4メチル2ペンタノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-10-1,Methyl isobutyl ketone,methylisobutylketone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-10-1,Methyl isobutyl ketone,methylisobutylketone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-10-1,MIBK,mibk,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-10-1,メチルイソブチルケトン,メチルイソブチルケトン,law_entry_raw_name,412CO0000000138:別表第一
108-10-1,メチルイソブチルケトン,メチルイソブチルケトン,law_mapping_exact_name,412CO0000000138:別表第一
108-10-1,メチルイソブチルケトン,メチルイソブチルケトン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-10-1,メチルイソブチルケトン,メチルイソブチルケトン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,2-Acetoxypropane,2acetoxypropane,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-21-4,2-Acetoxypropane,2acetoxypropane,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,2-アセトキシプロパン,2アセトキシプロパン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,"Acetic acid, 1-methylethyl ester","aceticacid,1methylethylester",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-21-4,"Acetic acid, 1-methylethyl ester","aceticacid,1methylethylester",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,"Acetic acid, 2-methylpropyl","aceticacid,2methylpropyl",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-21-4,"Acetic acid, 2-methylpropyl","aceticacid,2methylpropyl",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,Isopropyl Acetate,isopropylacetate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-21-4,Isopropyl Acetate,isopropylacetate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,エタン酸イソプロピル,エタン酸イソプロピル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,酢酸１-メチルエチル,酢酸1メチルエチル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,酢酸2-メチルプロピルエステル,酢酸2メチルプロピルエステル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-21-4,酢酸イソプロピル,酢酸イソプロピル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-21-4,酢酸イソプロピル,酢酸イソプロピル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-24-7,Acetic anhydride,aceticanhydride,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-24-7,無水酢酸,無水酢酸,law_entry_raw_name,340CO0000000002:Article 2
108-24-7,無水酢酸,無水酢酸,law_entry_raw_name,412CO0000000138:別表第一
108-24-7,無水酢酸,無水酢酸,law_mapping_exact_name,340CO0000000002:Article 2
108-24-7,無水酢酸,無水酢酸,law_mapping_exact_name,412CO0000000138:別表第一
108-24-7,無水酢酸,無水酢酸,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-31-6,Maleic anhydride,maleicanhydride,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-31-6,無水マレイン酸,無水マレイン酸,law_entry_raw_name,340CO0000000002:Article 2
108-31-6,無水マレイン酸,無水マレイン酸,law_entry_raw_name,412CO0000000138:別表第二
108-31-6,無水マレイン酸,無水マレイン酸,law_mapping_exact_name,340CO0000000002:Article 2
108-31-6,無水マレイン酸,無水マレイン酸,law_mapping_exact_name,412CO0000000138:別表第二
108-31-6,無水マレイン酸,無水マレイン酸,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-38-3,m-Xylene,mxylene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-38-3,m-Xylene,mxylene,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-38-3,m-キシレン,mキシレン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-38-3,キシレン,キシレン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-38-3,キシレン,キシレン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-39-4,m-Cresol,mcresol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-39-4,m-Cresol,mcresol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-39-4,m-クレゾール,mクレゾル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-39-4,クレゾール,クレゾル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-39-4,クレゾール,クレゾル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-46-3,レソルシノール,レソルシノル,law_entry_raw_name,340CO0000000002:Article 2
108-46-3,レソルシノール,レソルシノル,law_mapping_exact_name,340CO0000000002:Article 2
108-60-1,Ｏ―マスタード,oマスタド,law_entry_raw_name,407CO0000000192:別表:一:toxic
108-60-1,Ｏ―マスタード,oマスタド,law_mapping_exact_name,407CO0000000192:別表:一:toxic
108-60-1,ビス（二―クロロエチルチオメチル）エーテル,ビスエテル,law_entry_raw_name,407CO0000000192:別表:一:toxic
108-60-1,ビス（二―クロロエチルチオメチル）エーテル,ビスエテル,law_mapping_exact_name,407CO0000000192:別表:一:toxic
108-62-3,メタアルデヒド,メタアルデヒド,law_entry_raw_name,340CO0000000002:Article 2
108-62-3,メタアルデヒド,メタアルデヒド,law_mapping_alias,340CO0000000002:Article 2
108-62-3,二・四・六・八―テトラメチル―一・三・五・七―テトラオキソカン,二・四・六・八テトラメチル一・三・五・七テトラオキソカン,law_entry_raw_name,340CO0000000002:Article 2
108-78-1,Melamine,melamine,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-78-1,メラミン,メラミン,law_entry_raw_name,412CO0000000138:別表第一
108-78-1,メラミン,メラミン,law_mapping_alias,412CO0000000138:別表第一
108-78-1,メラミン,メラミン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-78-1,一・三・五―トリアジン―二・四・六―トリアミン,一・三・五トリアジン二・四・六トリアミン,law_entry_raw_name,412CO0000000138:別表第一
108-88-3,Toluene,toluene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-88-3,Toluene,toluene,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-88-3,トルエン,トルエン,law_entry_raw_name,340CO0000000002:Article 2
108-88-3,トルエン,トルエン,law_entry_raw_name,412CO0000000138:別表第一
108-88-3,トルエン,トルエン,law_mapping_exact_name,340CO0000000002:Article 2
108-88-3,トルエン,トルエン,law_mapping_exact_name,412CO0000000138:別表第一
108-88-3,トルエン,トルエン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-88-3,トルエン,トルエン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-90-7,Chlorobenzene,chlorobenzene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-90-7,Chlorobenzene,chlorobenzene,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-90-7,クロロベンゼン,クロロベンゼン,law_entry_raw_name,412CO0000000138:別表第一
108-90-7,クロロベンゼン,クロロベンゼン,law_mapping_exact_name,412CO0000000138:別表第一
108-90-7,クロロベンゼン,クロロベンゼン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-90-7,クロロベンゼン,クロロベンゼン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-90-7,モノクロロベンゼン,モノクロロベンゼン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-91-8,Cyclohexylamine,cyclohexylamine,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-91-8,シクロヘキシルアミン,シクロヘキシルアミン,law_entry_raw_name,340CO0000000002:Article 2
108-91-8,シクロヘキシルアミン,シクロヘキシルアミン,law_entry_raw_name,412CO0000000138:別表第一
108-91-8,シクロヘキシルアミン,シクロヘキシルアミン,law_mapping_exact_name,340CO0000000002:Article 2
108-91-8,シクロヘキシルアミン,シクロヘキシルアミン,law_mapping_exact_name,412CO0000000138:別表第一
108-91-8,シクロヘキシルアミン,シクロヘキシルアミン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-93-0,シクロヘキサノール,シクロヘキサノル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-93-0,シクロヘキサノール,シクロヘキサノル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-95-2,Phenol,phenol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
108-95-2,Phenol,phenol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-95-2,フェノール,フェノル,law_entry_raw_name,412CO0000000138:別表第一
108-95-2,フェノール,フェノル,law_mapping_exact_name,412CO0000000138:別表第一
108-95-2,フェノール,フェノル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
108-95-2,フェノール,フェノル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
108-95-2,フエノール,フエノル,law_entry_raw_name,340CO0000000002:Article 2
108-95-2,フエノール,フエノル,law_mapping_exact_name,340CO0000000002:Article 2
109-52-4,ペンタン酸,ペンタン酸,law_entry_raw_name,340CO0000000002:Article 2
109-52-4,ペンタン酸,ペンタン酸,law_mapping_exact_name,340CO0000000002:Article 2
109-60-4,n-Butyl acetate,nbutylacetate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
109-60-4,n-Butyl acetate,nbutylacetate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-60-4,酢酸n-プロピル,酢酸nプロピル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
109-60-4,酢酸n-プロピル,酢酸nプロピル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-61-5,クロロぎ酸ノルマルプロピル,クロロぎ酸ノルマルプロピル,law_entry_raw_name,340CO0000000002:Article 2
109-61-5,クロロぎ酸ノルマルプロピル,クロロぎ酸ノルマルプロピル,law_mapping_exact_name,340CO0000000002:Article 2
109-86-4,2-メトキシエタノール,2メトキシエタノル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-86-4,Ethylene glycol monomethyl ether,ethyleneglycolmonomethylether,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
109-86-4,Ethylene glycol monomethyl ether,ethyleneglycolmonomethylether,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-86-4,Methyl cellosolve,methylcellosolve,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
109-86-4,Methyl cellosolve,methylcellosolve,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-86-4,エチレングリコールモノメチルエーテル,エチレングリコルモノメチルエテル,law_entry_raw_name,412CO0000000138:別表第一
109-86-4,エチレングリコールモノメチルエーテル,エチレングリコルモノメチルエテル,law_mapping_exact_name,412CO0000000138:別表第一
109-86-4,エチレングリコールモノメチルエーテル,エチレングリコルモノメチルエテル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
109-86-4,エチレングリコールモノメチルエーテル,エチレングリコルモノメチルエテル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-86-4,メチルセロソルブ,メチルセロソルブ,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-99-9,Tetrahydrofuran,tetrahydrofuran,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
109-99-9,Tetrahydrofuran,tetrahydrofuran,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-99-9,THF,thf,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
109-99-9,テトラヒドロフラン,テトラヒドロフラン,law_entry_raw_name,412CO0000000138:別表第一
109-99-9,テトラヒドロフラン,テトラヒドロフラン,law_mapping_exact_name,412CO0000000138:別表第一
109-99-9,テトラヒドロフラン,テトラヒドロフラン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
109-99-9,テトラヒドロフラン,テトラヒドロフラン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-00-9,Furan,furan,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-00-9,フラン,フラン,law_entry_raw_name,412CO0000000138:別表第二
110-00-9,フラン,フラン,law_mapping_exact_name,412CO0000000138:別表第二
110-00-9,フラン,フラン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-19-0,Isobutyl acetate,isobutylacetate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-19-0,Isobutyl acetate,isobutylacetate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-19-0,イソブチルアセテート,イソブチルアセテト,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-19-0,酢酸2-メチルプロピル,酢酸2メチルプロピル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-19-0,酢酸イソブチル,酢酸イソブチル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-19-0,酢酸イソブチル,酢酸イソブチル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-25-8,Oleoylsarcosine,oleoylsarcosine,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-25-8,オレオイルザルコシン,オレオイルザルコシン,law_entry_raw_name,412CO0000000138:別表第一
110-25-8,オレオイルザルコシン,オレオイルザルコシン,law_mapping_alias,412CO0000000138:別表第一
110-25-8,オレオイルザルコシン,オレオイルザルコシン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-25-8,二―［メチル―［（Ｚ）―オクタデカ―九―エノイル］アミノ］酢酸,二[メチル[オクタデカ九エノイル]アミノ]酢酸,law_entry_raw_name,412CO0000000138:別表第一
110-46-3,亜硝酸イソペンチル,亜硝酸イソペンチル,law_entry_raw_name,340CO0000000002:Article 2
110-46-3,亜硝酸イソペンチル,亜硝酸イソペンチル,law_mapping_exact_name,340CO0000000002:Article 2
110-49-6,Ethylene glycol monomethyl ether acetate,ethyleneglycolmonomethyletheracetate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-49-6,エチレングリコールモノメチルエーテルアセテート,エチレングリコルモノメチルエテルアセテト,law_entry_raw_name,412CO0000000138:別表第一
110-49-6,エチレングリコールモノメチルエーテルアセテート,エチレングリコルモノメチルエテルアセテト,law_mapping_alias,412CO0000000138:別表第一
110-49-6,エチレングリコールモノメチルエーテルアセテート,エチレングリコルモノメチルエテルアセテト,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-49-6,酢酸二―メトキシエチル,酢酸二メトキシエチル,law_entry_raw_name,412CO0000000138:別表第一
110-54-3,Hexane,hexane,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-54-3,Hexane,hexane,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-54-3,n-Hexane,nhexane,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-54-3,n-Hexane,nhexane,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-54-3,n-ヘキサン,nヘキサン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-54-3,ノルマルヘキサン,ノルマルヘキサン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-54-3,ノルマルヘキサン,ノルマルヘキサン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-54-3,ヘキサン,ヘキサン,law_entry_raw_name,412CO0000000138:別表第一
110-54-3,ヘキサン,ヘキサン,law_mapping_exact_name,412CO0000000138:別表第一
110-54-3,ヘキサン,ヘキサン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-80-5,2-エトキシエタノール,2エトキシエタノル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-80-5,Cellosolve,cellosolve,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-80-5,Cellosolve,cellosolve,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-80-5,Ethylene glycol monoethyl ether,ethyleneglycolmonoethylether,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-80-5,Ethylene glycol monoethyl ether,ethyleneglycolmonoethylether,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-80-5,エチレングリコールモノエチルエーテル,エチレングリコルモノエチルエテル,law_entry_raw_name,412CO0000000138:別表第一
110-80-5,エチレングリコールモノエチルエーテル,エチレングリコルモノエチルエテル,law_mapping_exact_name,412CO0000000138:別表第一
110-80-5,エチレングリコールモノエチルエーテル,エチレングリコルモノエチルエテル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-80-5,エチレングリコールモノエチルエーテル,エチレングリコルモノエチルエテル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-80-5,セロソルブ,セロソルブ,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-82-7,Cyclohexane,cyclohexane,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-82-7,シクロヘキサノン,シクロヘキサノン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-82-7,シクロヘキサノン,シクロヘキサノン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
110-82-7,シクロヘキサン,シクロヘキサン,law_entry_raw_name,412CO0000000138:別表第一
110-82-7,シクロヘキサン,シクロヘキサン,law_mapping_exact_name,412CO0000000138:別表第一
110-82-7,シクロヘキサン,シクロヘキサン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-83-8,Cyclohexene,cyclohexene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-83-8,シクロヘキセン,シクロヘキセン,law_entry_raw_name,412CO0000000138:別表第一
110-83-8,シクロヘキセン,シクロヘキセン,law_mapping_exact_name,412CO0000000138:別表第一
110-83-8,シクロヘキセン,シクロヘキセン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-85-0,Piperazine,piperazine,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-85-0,ピペラジン,ピペラジン,law_entry_raw_name,412CO0000000138:別表第一
110-85-0,ピペラジン,ピペラジン,law_mapping_exact_name,412CO0000000138:別表第一
110-85-0,ピペラジン,ピペラジン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-86-1,Pyridine,pyridine,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110-86-1,ピリジン,ピリジン,law_entry_raw_name,412CO0000000138:別表第一
110-86-1,ピリジン,ピリジン,law_mapping_exact_name,412CO0000000138:別表第一
110-86-1,ピリジン,ピリジン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110-91-8,モルホリン,モルホリン,law_entry_raw_name,340CO0000000002:Article 2
110-91-8,モルホリン,モルホリン,law_mapping_exact_name,340CO0000000002:Article 2
11070-44-3,Tetrahydromethylphthalic anhydride,tetrahydromethylphthalicanhydride,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
11070-44-3,テトラヒドロメチル無水フタル酸,テトラヒドロメチル無水フタル酸,law_entry_raw_name,412CO0000000138:別表第一
11070-44-3,テトラヒドロメチル無水フタル酸,テトラヒドロメチル無水フタル酸,law_mapping_exact_name,412CO0000000138:別表第一
11070-44-3,テトラヒドロメチル無水フタル酸,テトラヒドロメチル無水フタル酸,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110956-75-7,"3-(4-クロロ-5-シクロペンチルオキシ-2-フルオロフェニル)-5-イソプロピリ. デン-1,3-オキサゾリジン-2,4-ジオン","35イソプロピリ.デン1,3オキサゾリジン2,4ジオン",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110956-75-7,"3-[4-Chloro-5-(cyclopentyloxy)-2-fluorophenyl]-5-(1-methylethylidene)-2,4-oxazolidinedione; Pentoxazone","3[4chloro52fluorophenyl]52,4oxazolidinedione;pentoxazone",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
110956-75-7,：ペントキサゾン,:ペントキサゾン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
110956-75-7,ペントキサゾン,ペントキサゾン,law_entry_raw_name,412CO0000000138:別表第一
110956-75-7,ペントキサゾン,ペントキサゾン,law_mapping_alias,412CO0000000138:別表第一
110956-75-7,三―（四―クロロ―五―シクロペンチルオキシ―二―フルオロフェニル）―五―イソプロピリデン―一・三―オキサゾリジン―二・四―ジオン,三五イソプロピリデン一・三オキサゾリジン二・四ジオン,law_entry_raw_name,412CO0000000138:別表第一
11097-69-1,ＰＣＢ,pcb,law_entry_raw_name,412CO0000000138:別表第一
11097-69-1,ＰＣＢ,pcb,law_mapping_exact_name,412CO0000000138:別表第一
