cas_number,alias_name,normalized_alias,source_type,source_ref
5743-04-4,Cadmium acetate dihydrate,cadmiumacetatedihydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
5743-04-4,Cadmium acetate dihydrate,cadmiumacetatedihydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
5743-04-4,カドミウム及びその化合物,カドミウム及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
5743-04-4,カドミウム及びその化合物,カドミウム及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
5743-04-4,酢酸カドミウム2水和物,酢酸カドミウム2水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
57966-95-7,1‐［（EZ）‐2‐シアノ‐2‐メトキシイミノアセチル‐3‐エチルウレア,1[2シアノ2メトキシイミノアセチル3エチルウレア,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
57966-95-7,2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide; cymoxanil,2cyanon[carbonyl]2acetamide;cymoxanil,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
57966-95-7,シモキサニル,シモキサニル,law_entry_raw_name,412CO0000000138:別表第一
57966-95-7,シモキサニル,シモキサニル,law_mapping_alias,412CO0000000138:別表第一
57966-95-7,シモキサニル,シモキサニル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
57966-95-7,トランス―一―（二―シアノ―二―メトキシイミノアセチル）―三―エチル尿素,トランス一三エチル尿素,law_entry_raw_name,412CO0000000138:別表第一
58-89-9,リンデン,リンデン,law_entry_raw_name,340CO0000000002:Article 2
58-89-9,リンデン,リンデン,law_mapping_alias,340CO0000000002:Article 2
58-89-9,一・二・三・四・五・六―ヘキサクロルシクロヘキサン,一・二・三・四・五・六ヘキサクロルシクロヘキサン,law_entry_raw_name,340CO0000000002:Article 2
5827-05-4,ジイソプロピル―Ｓ―（エチルスルフイニルメチル）―ジチオホスフエイト,ジイソプロピルsジチオホスフエイト,law_entry_raw_name,340CO0000000002:Article 2
5827-05-4,ジイソプロピル―Ｓ―（エチルスルフイニルメチル）―ジチオホスフエイト,ジイソプロピルsジチオホスフエイト,law_mapping_exact_name,340CO0000000002:Article 2
583-59-5,"2-Methylcyclohexanol, (mixed isomers, cis-, trans-)","2methylcyclohexanol,",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
583-59-5,"2-Methylcyclohexanol, (mixed isomers, cis-, trans-)","2methylcyclohexanol,",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-59-5,2-メチルシクロヘキサノール（異性体混合物）,2メチルシクロヘキサノル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-59-5,メチルシクロヘキサノール,メチルシクロヘキサノル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
583-59-5,メチルシクロヘキサノール,メチルシクロヘキサノル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-60-8,1-Methylcyclohexan-2-one,1methylcyclohexan2one,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
583-60-8,1-Methylcyclohexan-2-one,1methylcyclohexan2one,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-60-8,1-メチルシクロヘキサン‐2‐オン,1メチルシクロヘキサン2オン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-60-8,2-Methylcyclohexanone,2methylcyclohexanone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
583-60-8,2-Methylcyclohexanone,2methylcyclohexanone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-60-8,2-メチルシクロヘキサノン,2メチルシクロヘキサノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-60-8,o-Methylcyclohexanone,omethylcyclohexanone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
583-60-8,o-Methylcyclohexanone,omethylcyclohexanone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-60-8,o-メチルシクロヘキサノン,oメチルシクロヘキサノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
583-60-8,メチルシクロヘキサノン,メチルシクロヘキサノン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
583-60-8,メチルシクロヘキサノン,メチルシクロヘキサノン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,"2,4-Tolylene diisocyanate","2,4tolylenediisocyanate",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
584-84-9,"2,4-Tolylene diisocyanate","2,4tolylenediisocyanate",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,"2,4-ジイソシアン酸トリレン","2,4ジイソシアン酸トリレン",ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,"2,4-トリレンジイソシアネート","2,4トリレンジイソシアネト",ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,"4-Methyl-1,3-phenylenebisisocyanate","4methyl1,3phenylenebisisocyanate",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
584-84-9,"4-Methyl-1,3-phenylenebisisocyanate","4methyl1,3phenylenebisisocyanate",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,"Toluene-2,4-diisocyanate","toluene2,4diisocyanate",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
584-84-9,"Toluene-2,4-diisocyanate","toluene2,4diisocyanate",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,"トリレン-2,4-ジイソシアナート","トリレン2,4ジイソシアナト",ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,トリレンジイソシアネート,トリレンジイソシアネト,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
584-84-9,トリレンジイソシアネート,トリレンジイソシアネト,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
584-84-9,"（4-メチル-1,3-フェニレン）ビスイソシアナート",ビスイソシアナト,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-91-3,"4-Methylcyclohexanol, (mixed isomers)","4methylcyclohexanol,",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
589-91-3,"4-Methylcyclohexanol, (mixed isomers)","4methylcyclohexanol,",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-91-3,4-メチルシクロヘキサノール（異性体混合物）,4メチルシクロヘキサノル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-91-3,メチルシクロヘキサノール,メチルシクロヘキサノル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
589-91-3,メチルシクロヘキサノール,メチルシクロヘキサノル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-92-4,4-Methylcyclohexanone,4methylcyclohexanone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
589-92-4,4-Methylcyclohexanone,4methylcyclohexanone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-92-4,4-メチルシクロヘキサノン,4メチルシクロヘキサノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-92-4,p-Methylcyclohexanone,pmethylcyclohexanone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
589-92-4,p-Methylcyclohexanone,pmethylcyclohexanone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-92-4,p-メチルシクロヘキサノン,pメチルシクロヘキサノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
589-92-4,メチルシクロヘキサノン,メチルシクロヘキサノン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
589-92-4,メチルシクロヘキサノン,メチルシクロヘキサノン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
59-85-8,4-Chloromercuribenzoic Acid,4chloromercuribenzoicacid,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
59-85-8,4-Chloromercuribenzoic Acid,4chloromercuribenzoicacid,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
59-85-8,4-クロロメルクリ安息香酸,4クロロメルクリ安息香酸,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
59-85-8,水銀及びその無機化合物（硫化水銀を除く。）,水銀及びその無機化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
59-85-8,水銀及びその無機化合物（硫化水銀を除く。）,水銀及びその無機化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
590-67-0,1-Methylcyclohexanol,1methylcyclohexanol,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
590-67-0,1-Methylcyclohexanol,1methylcyclohexanol,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
590-67-0,1-メチルシクロヘキサノール,1メチルシクロヘキサノル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
590-67-0,メチルシクロヘキサノール,メチルシクロヘキサノル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
590-67-0,メチルシクロヘキサノール,メチルシクロヘキサノル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
5903-13-9,Ｎ―メチル―Ｎ―（一―ナフチル）―モノフルオール酢酸アミド,nメチルnモノフルオル酢酸アミド,law_entry_raw_name,340CO0000000002:Article 2
5903-13-9,Ｎ―メチル―Ｎ―（一―ナフチル）―モノフルオール酢酸アミド,nメチルnモノフルオル酢酸アミド,law_mapping_exact_name,340CO0000000002:Article 2
591-23-1,"3-Methylcyclohexanol, (mixed isomer)","3methylcyclohexanol,",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
591-23-1,"3-Methylcyclohexanol, (mixed isomer)","3methylcyclohexanol,",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-23-1,3-メチルシクロヘキサノール（異性体混合物）,3メチルシクロヘキサノル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-23-1,メチルシクロヘキサノール,メチルシクロヘキサノル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
591-23-1,メチルシクロヘキサノール,メチルシクロヘキサノル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-24-2,3-Methylcyclohexanone,3methylcyclohexanone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
591-24-2,3-Methylcyclohexanone,3methylcyclohexanone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-24-2,3-メチルシクロヘキサノン,3メチルシクロヘキサノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-24-2,m-Methylcyclohexanone,mmethylcyclohexanone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
591-24-2,m-Methylcyclohexanone,mmethylcyclohexanone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-24-2,m-メチルシクロヘキサノン,mメチルシクロヘキサノン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-24-2,メチルシクロヘキサノン,メチルシクロヘキサノン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
591-24-2,メチルシクロヘキサノン,メチルシクロヘキサノン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-78-6,Methyl n-butyl ketone,methylnbutylketone,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
591-78-6,Methyl n-butyl ketone,methylnbutylketone,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
591-78-6,メチル-n-ブチルケトン,メチルnブチルケトン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
591-78-6,メチル-n-ブチルケトン,メチルnブチルケトン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
592-85-8,Mercuric sulfocyanate,mercuricsulfocyanate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
592-85-8,Mercuric sulfocyanate,mercuricsulfocyanate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
592-85-8,Mercury(II) thiocyanate,mercurythiocyanate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
592-85-8,Mercury(II) thiocyanate,mercurythiocyanate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
592-85-8,スルホシアン酸水銀,スルホシアン酸水銀,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
592-85-8,チオシサン酸水銀(II),チオシサン酸水銀,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
592-85-8,水銀及びその無機化合物（硫化水銀を除く。）,水銀及びその無機化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
592-85-8,水銀及びその無機化合物（硫化水銀を除く。）,水銀及びその無機化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
593-74-8,Dimethyl mercury,dimethylmercury,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
593-74-8,Dimethyl mercury,dimethylmercury,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
593-74-8,アルキル水銀化合物（アルキル基がメチル基又はエチル基である物に限る。）,アルキル水銀化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
593-74-8,アルキル水銀化合物（アルキル基がメチル基又はエチル基である物に限る。）,アルキル水銀化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
593-74-8,ジメチル水銀,ジメチル水銀,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
59669-26-0,"3,7,9,13-Tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione","3,7,9,13tetramethyl5,11dioxa2,8,14trithia4,7,9,12tetraazapentadeca3,12diene6,10dione",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
59669-26-0,"3,7,9,13-テトラメチル-5,11-ジオキサ‐2,8,14-トリチア‐4,7,9,12‐テトラアザペンタデカ-3,12-ジエン‐6,10‐ジオン","3,7,9,13テトラメチル5,11ジオキサ2,8,14トリチア4,7,9,12テトラアザペンタデカ3,12ジエン6,10ジオン",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
59669-26-0,：チオジカルブ,:チオジカルブ,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
59669-26-0,Thiodicarb,thiodicarb,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
59669-26-0,チオジカルブ,チオジカルブ,law_entry_raw_name,340CO0000000002:Article 2
59669-26-0,チオジカルブ,チオジカルブ,law_entry_raw_name,412CO0000000138:別表第一
59669-26-0,チオジカルブ,チオジカルブ,law_mapping_alias,340CO0000000002:Article 2
59669-26-0,チオジカルブ,チオジカルブ,law_mapping_alias,412CO0000000138:別表第一
59669-26-0,三・七・九・一三―テトラメチル―五・一一―ジオキサ―二・八・一四―トリチア―四・七・九・一二―テトラアザペンタデカ―三・一二―ジエン―六・一〇―ジオン,三・七・九・一三テトラメチル五・一一ジオキサ二・八・一四トリチア四・七・九・一二テトラアザペンタデカ三・一二ジエン六・一〇ジオン,law_entry_raw_name,340CO0000000002:Article 2
59669-26-0,三・七・九・一三―テトラメチル―五・一一―ジオキサ―二・八・一四―トリチア―四・七・九・一二―テトラアザペンタデカ―三・一二―ジエン―六・一〇―ジオン,三・七・九・一三テトラメチル五・一一ジオキサ二・八・一四トリチア四・七・九・一二テトラアザペンタデカ三・一二ジエン六・一〇ジオン,law_entry_raw_name,412CO0000000138:別表第一
598-31-2,ブロムアセトン,ブロムアセトン,law_entry_raw_name,340CO0000000002:Article 2
598-31-2,ブロムアセトン,ブロムアセトン,law_mapping_exact_name,340CO0000000002:Article 2
598-63-0,Cerussite,cerussite,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
598-63-0,Cerussite,cerussite,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
598-63-0,Lead carbonate,leadcarbonate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
598-63-0,Lead carbonate,leadcarbonate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
598-63-0,炭酸鉛,炭酸鉛,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
598-63-0,鉛及びその化合物（酸化鉛、水酸化鉛その他の厚生労働大臣が指定する物に限る）,鉛及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
598-63-0,鉛及びその化合物（酸化鉛、水酸化鉛その他の厚生労働大臣が指定する物に限る）,鉛及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-11-7,4-ジメチルアミノアゾベンゼン,4ジメチルアミノアゾベンゼン,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-11-7,Methyl Yellow,methylyellow,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
60-11-7,Methyl Yellow,methylyellow,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-11-7,p-Dimethylaminoazobenzene,pdimethylaminoazobenzene,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
60-11-7,p-Dimethylaminoazobenzene,pdimethylaminoazobenzene,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-11-7,p-ジメチルアミノアゾベンゼン,pジメチルアミノアゾベンゼン,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
60-11-7,p-ジメチルアミノアゾベンゼン,pジメチルアミノアゾベンゼン,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-11-7,メチルイエロー,メチルイエロ,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-29-7,Ethyl ether,ethylether,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
60-29-7,Ethyl ether,ethylether,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-29-7,エチルエーテル,エチルエテル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
60-29-7,エチルエーテル,エチルエテル,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-29-7,ジエチルエーテル,ジエチルエテル,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
60-51-5,：ジメトエート,:ジメトエト,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
60-51-5,Dimethoate,dimethoate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
60-51-5,"O,O-Dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate","o,odimethylsmethylphosphorodithioate",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
60-51-5,"ジチオりん酸O,O-ジメチル-S-[（N-メチルカルバモイル）メチル]","ジチオりん酸o,oジメチルs[メチル]",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
60-51-5,ジチオりん酸Ｏ・Ｏ―ジメチル―Ｓ―［（Ｎ―メチルカルバモイル）メチル］,ジチオりん酸o・oジメチルs[メチル],law_entry_raw_name,412CO0000000138:別表第一
60-51-5,ジメチル―（Ｎ―メチルカルバミルメチル）―ジチオホスフエイト,ジメチルジチオホスフエイト,law_entry_raw_name,340CO0000000002:Article 2
60-51-5,ジメトエート,ジメトエト,law_entry_raw_name,340CO0000000002:Article 2
60-51-5,ジメトエート,ジメトエト,law_entry_raw_name,412CO0000000138:別表第一
60-51-5,ジメトエート,ジメトエト,law_mapping_alias,340CO0000000002:Article 2
60-51-5,ジメトエート,ジメトエト,law_mapping_alias,412CO0000000138:別表第一
60207-90-1,"（2RS,4RS；2RS,4SR）‐1‐［2‐（2,4‐ジクロロフェニル）‐4‐プロピル‐1,3‐ジオキソラン‐2‐イルメチル］‐1H‐1,2,4‐トリアゾール","1[24プロピル1,3ジオキソラン2イルメチル]1h1,2,4トリアゾル",regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
60207-90-1,"1-{[2-(2,4-Dichlorophenyl)-4-propan-1-yl-1,3-dioxolan-2-yl]methyl}-1H-1,2,4-triazole","1{[24propan1yl1,3dioxolan2yl]methyl}1h1,2,4triazole",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
60207-90-1,：プロピコナゾール,:プロピコナゾル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
60207-90-1,Propiconazole,propiconazole,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
60207-90-1,プロピコナゾール,プロピコナゾル,law_entry_raw_name,412CO0000000138:別表第一
60207-90-1,プロピコナゾール,プロピコナゾル,law_mapping_alias,412CO0000000138:別表第一
60207-90-1,（二ＲＳ・四ＲＳ）―一―［二―（二・四―ジクロロフェニル）―四―プロピル―一・三―ジオキソラン―二―イルメチル］―一Ｈ―一・二・四―トリアゾール及び（二ＲＳ・四ＳＲ）―一―［二―（二・四―ジクロロフェニル）―四―プロピル―一・三―ジオキソラン―二―イルメチル］―一Ｈ―一・二・四―トリアゾールの混合物,一[二四プロピル一・三ジオキソラン二イルメチル]一h一・二・四トリアゾル及び一[二四プロピル一・三ジオキソラン二イルメチル]一h一・二・四トリアゾルの混合物,law_entry_raw_name,412CO0000000138:別表第一
6080-56-4,二酢酸鉛(II)三水和物,二酢酸鉛三水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
6080-56-4,酢酸鉛(II)三水和物,酢酸鉛三水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
6080-56-4,鉛及びその化合物（酸化鉛、水酸化鉛その他の厚生労働大臣が指定する物に限る）,鉛及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
6080-56-4,鉛及びその化合物（酸化鉛、水酸化鉛その他の厚生労働大臣が指定する物に限る）,鉛及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-82-8,"4,4'-ジアミノ-3,3'-ジメチルビフェニル塩酸塩","4,4'ジアミノ3,3'ジメチルビフェニル塩酸塩",ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-82-8,"o-Tolidine Dihydrochloride, 4,4'-Diamino-3,3'-dimethylbiphenyl Hydrochloride, 3,3'-Dimethylbenzidine Dihydrochloride","otolidinedihydrochloride,4,4'diamino3,3'dimethylbiphenylhydrochloride,3,3'dimethylbenzidinedihydrochloride",regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
612-82-8,"o-Tolidine Dihydrochloride, 4,4'-Diamino-3,3'-dimethylbiphenyl Hydrochloride, 3,3'-Dimethylbenzidine Dihydrochloride","otolidinedihydrochloride,4,4'diamino3,3'dimethylbiphenylhydrochloride,3,3'dimethylbenzidinedihydrochloride",ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-82-8,o-トリジン塩酸塩,oトリジン塩酸塩,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-82-8,ジアニシジン及びその塩,ジアニシジン及びその塩,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
612-82-8,ジアニシジン及びその塩,ジアニシジン及びその塩,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-82-8,"二塩化3,3'-ジメチルベンジジニウム","二塩化3,3'ジメチルベンジジニウム",ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-83-9,"3,3'-ジクロロベンジジン二塩酸塩","3,3'ジクロロベンジジン二塩酸塩",ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-83-9,Dichlorobenzidine,dichlorobenzidine,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
612-83-9,Dichlorobenzidine,dichlorobenzidine,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
612-83-9,ジクロロベンジジン及びその塩,ジクロロベンジジン及びその塩,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
612-83-9,ジクロロベンジジン及びその塩,ジクロロベンジジン及びその塩,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
6131-99-3,Sodium Cacodylate Trihydrate,sodiumcacodylatetrihydrate,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
6131-99-3,Sodium Cacodylate Trihydrate,sodiumcacodylatetrihydrate,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
6131-99-3,カコジル酸ナトリウム三水和物,カコジル酸ナトリウム三水和物,ryukyu_material_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
6131-99-3,砒素及びその化合物（アルシン及び砒化ガリウムを除く。）,砒素及びその化合物,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
6131-99-3,砒素及びその化合物（アルシン及び砒化ガリウムを除く。）,砒素及びその化合物,ryukyu_name,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
61788-32-7,Hydrogenated terphenyl,hydrogenatedterphenyl,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
61788-32-7,水素化テルフェニル,水素化テルフェニル,law_entry_raw_name,412CO0000000138:別表第一
61788-32-7,水素化テルフェニル,水素化テルフェニル,law_mapping_exact_name,412CO0000000138:別表第一
61788-32-7,水素化テルフェニル,水素化テルフェニル,regulatory_export_name_ja,ra-law-db/exports/regulatory_substances.csv
62-38-4,Acetoxyphenylmercury(ＩＩ),acetoxyphenylmercury,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
62-38-4,Acetoxyphenylmercury(ＩＩ),acetoxyphenylmercury,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
62-38-4,(Acetato-kappaO)phenylmercury,phenylmercury,regulatory_export_name_en,ra-law-db/exports/regulatory_substances.csv
62-38-4,(Acetato-kappaO)phenylmercury,phenylmercury,ryukyu_english_alias,https://w3.u-ryukyu.ac.jp/yakuhin/json/yukitokka.txt
