law_code,source_id,group_legal_name,category_code,special_management,special_organic,match_kind,match_pattern,status,reviewed_by,source_url,note
poison_control,RJ_03_001,二・四―ジクロル―六―ニトロフエノール、その塩類及びこれらのいずれかを含有する製剤,deleterious,,,name_regex,"2,4-ジクロロ-6-ニトロフェノ(ール|ラート)|2,4-ジクロル-6-ニトロフェノール",reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第40号の5
poison_control,RJ_03_001,モネンシン、その塩類及びこれらのいずれかを含有する製剤,deleterious,,,name_regex,"^ナトリウム=\(2S,3R,4S\)-4-\(\(2S,5R,7S,8R,9S\)-2-\{|モネンシン",reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第100号の19（CAS 22373-78-0 モネンシンナトリウム; 8%以下を除く）
poison_control,RJ_03_001,ラサロシド、その塩類及びこれらのいずれかを含有する製剤,deleterious,,,name_regex,"^ナトリウム=6-\(\(3R,4S,5S,7R\)-7-\{|ラサロシド",reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第102号の3（CAS 25999-20-6 ラサロシドナトリウム; 2%以下を除く）
poison_control,RJ_03_001,サリノマイシン、その塩類及びこれらのいずれかを含有する製剤,deleterious,,,name_regex,"^ナトリウム=\(R\)-2-\{\(2R,5S,6R\)-6-\[|サリノマイシン",reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第30号の5（CAS 55721-31-8 サリノマイシンナトリウム; 1%以下を除く）
poison_control,RJ_03_001,センデユラマイシン、その塩類及びこれらのいずれかを含有する製剤,deleterious,,,name_regex,"^ナトリウム=\(\(2R,3S,4S,5R,6R\)-2,4-ジヒドロキシ-6-\{|セ[ンム]デ[ュユ]ラマイシン",reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第69号の3（CAS 119068-77-8 センデュラマイシンナトリウム; 0.5%以下を除く）
poison_control,RJ_03_001,ジクロルジニトロメタン及びこれを含有する製剤,deleterious,,,name_regex,ジクロロ\(ジニトロ\)メタン|ジクロルジニトロメタン|ジクロロジニトロメタン,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第40号の4
poison_control,RJ_03_001,沃化メチル及びこれを含有する製剤,deleterious,,,name_regex,(?i)^iodo\(2H3\)methane$|^\(2H3\)ヨードメタン$|^ヨードメタン-d3$|^ヨウ化メチル-d3$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第102号の2（重水素化体）
poison_control,RJ_03_001,蓚酸,deleterious,,,name_regex,^シュウ酸(二水和物|・?二?水和物)?$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/325AC0000000303,法律別表第2の49（製剤は指定令第2条第1項第61号; 10%以下を除く）
poison_control,RJ_03_001,硅弗化水素酸,deleterious,,,name_regex,^ケイフッ化水素酸$|^ヘキサフルオロケイ酸$|^ヘキサフルオリドケイ酸$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/325AC0000000303,法律別表第2の21（塩類は指定令第2条第1項第30号の別ルール）
poison_control,RJ_03_001,Ｌ―二―アミノ―四―〔（ヒドロキシ）（メチル）ホスフイノイル〕ブチリル―Ｌ―アラニル―Ｌ―アラニン、その塩類及びこれらのいずれかを含有する製剤,deleterious,,,name_regex,アミノ-4-\[ヒドロキシ\(メチル\)ホスホリル\]ブタノイル\}-L-アラニル-L-アラニナート|ホスフィノイル\]ブチリル-L-アラニル-L-アラニン|ビアラホス|ビアラフォス,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/340CO0000000002,指定令第2条第1項第4号の6（別名ビアラホス; CAS 71048-99-2 はナトリウム塩; 19%以下を除く）
fire_service,RJ_17_001,有機過酸化物,hazmat_class_5,,,name_regex,^(?!.*(?:ペルオキ[シソ]二硫酸|ペルオキ[シソ]ホウ酸|ペルオキ[シソ]ほう酸))(?=.*(?:ペルオキシ|ペルオキソ|過酸化(ベンゾイル|ジ|ラウロイル|ケトン|メチルエチルケトン|アセチル|クメン)|過酢酸|ヒドロペルオキシド)),reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第1号（ペルオキソ二硫酸塩類・ペルオキソほう酸塩類は第1類の別ルール）
fire_service,RJ_17_001,硝酸エステル類,hazmat_class_5,,,name_regex,(グリコール|グリセリン|エチレン|プロピレン|ペンタエリトリット|セルロース|セルロス).*(ニトラート|硝酸|ニトロ)|^(二|三)?硝酸(n-)?(メチル|エチル|プロピル|ブチル|ペンチル|イソ|エチレングリコール|グリセリン)|ニトロセルロース|ニトログリセリン|ニトログリコール,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第1号
fire_service,RJ_17_001,ニトロ化合物,hazmat_class_5,,,name_regex,トリニトロトルエン|トリニトロフェノール|ピクリン酸|ジニトロベンゼン|トリニトロベンゼン|ジニトロトルエン|テトリル|トリニトロレゾルシン,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第2号
fire_service,RJ_17_001,アゾ化合物,hazmat_class_5,,,name_regex,アゾビス|アゾジカルボンアミド|アゾジカルボナミド,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第4号
fire_service,RJ_17_001,ジアゾ化合物,hazmat_class_5,,,name_regex,ジアゾジニトロフェノール|ジアゾニウム|(?<!チア)(?<!オキサ)(?<!ア)ジアゾ(?!ール|ロ|リ|ン),reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第5号
fire_service,RJ_17_001,ヒドロキシルアミン塩類,hazmat_class_5,,,name_regex,ヒドロキシルアミン.*(塩|スルファート|クロリド)|ヒドロキシルアンモニウム,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第9号
fire_service,RJ_17_001,ヒドロキシルアミン,hazmat_class_5,,,name_regex,^ヒドロキシルアミン$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第8号
fire_service,RJ_17_001,金属のアジ化物,hazmat_class_5,,,name_regex,^(二|三)?アジ化(ナトリウム|カリウム|鉛|銀|バリウム|銅|リチウム|カルシウム),reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第5類第10号（政令）
fire_service,RJ_17_001,過塩素酸,hazmat_class_6,,,name_regex,^過塩素酸$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第6類第1号
fire_service,RJ_17_001,過酸化水素,hazmat_class_6,,,name_regex,^過酸化水素$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第6類第2号
fire_service,RJ_17_001,硝酸,hazmat_class_6,,,name_regex,^硝酸$|^発煙硝酸$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第6類第3号
fire_service,RJ_17_001,ハロゲン間化合物,hazmat_class_6,,,name_regex,^(三|五)フッ化(臭素|ヨウ素)$|^ハロゲン間化合物,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第6類第4号（政令）
fire_service,RJ_17_001,塩素酸塩類,hazmat_class_1,,,name_regex,^塩素酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第1号
fire_service,RJ_17_001,過塩素酸塩類,hazmat_class_1,,,name_regex,^過塩素酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第2号
fire_service,RJ_17_001,無機過酸化物,hazmat_class_1,,,name_regex,^(超)?過酸化(ナトリウム|カリウム|カルシウム|バリウム|マグネシウム|リチウム|亜鉛|ストロンチウム),reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第3号
fire_service,RJ_17_001,亜塩素酸塩類,hazmat_class_1,,,name_regex,^亜塩素酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第4号
fire_service,RJ_17_001,臭素酸塩類,hazmat_class_1,,,name_regex,^臭素酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第5号
fire_service,RJ_17_001,硝酸塩類,hazmat_class_1,,,name_regex,^((二|三|四)?硝酸|(ビス|トリス)\(硝酸\))(?!(n-|イソ)?(メチル|エチル|プロピル|ブチル|ペンチル|アミル)|エステル|ヒドラジン|グアニジン$|エチレングリコール|ジエチレングリコール|プロピレングリコール|グリセリン|セルロ|ペンタエリ)(?=.),reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第6号（硝酸そのものは第6類、硝酸エステル類は第5類、硝酸ヒドラジン/グアニジンは第5類）
fire_service,RJ_17_001,よう素酸塩類,hazmat_class_1,,,name_regex,^(よう|ヨウ)素酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第7号
fire_service,RJ_17_001,過マンガン酸塩類,hazmat_class_1,,,name_regex,^過マンガン酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第8号
fire_service,RJ_17_001,重クロム酸塩類,hazmat_class_1,,,name_regex,^(ヘプタオキシド)?(二|重)クロム酸.+|^ジクロマート|=ジクロマート$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第9号
fire_service,RJ_17_001,過よう素酸塩類,hazmat_class_1,,,name_regex,^過(よう|ヨウ)素酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第10号（政令）
fire_service,RJ_17_001,過よう素酸,hazmat_class_1,,,name_regex,^過(よう|ヨウ)素酸$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第10号（危険物の規制に関する政令第1条第2号）
fire_service,RJ_17_001,亜硝酸塩類,hazmat_class_1,,,name_regex,^亜硝酸(?!(n-|イソ|sec-|tert-|第三)?(メチル|エチル|プロピル|ブチル|ペンチル|アミル|ヘキシル)).+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第10号（危険物の規制に関する政令第1条第4号）; 亜硝酸エステルは対象外
fire_service,RJ_17_001,次亜塩素酸塩類,hazmat_class_1,,,name_regex,^(二)?次亜塩素酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第10号（危険物の規制に関する政令第1条第5号）
fire_service,RJ_17_001,ペルオキソ二硫酸塩類,hazmat_class_1,,,name_regex,^ペルオキ[シソ]二硫酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第10号（危険物の規制に関する政令第1条第7号）
fire_service,RJ_17_001,ペルオキソほう酸塩類,hazmat_class_1,,,name_regex,^ペルオキ[シソ](ホウ|ほう|硼)酸.+,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第1類第10号（危険物の規制に関する政令第1条第8号）
fire_service,RJ_17_001,硫化りん,hazmat_class_2,,,name_regex,^(三硫化四|五硫化二|七硫化四)リン$|^硫化リン$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第2類第1号
fire_service,RJ_17_001,赤りん,hazmat_class_2,,,name_regex,^赤リン$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第2類第2号
fire_service,RJ_17_001,硫黄,hazmat_class_2,,,name_regex,^硫黄$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第2類第3号
fire_service,RJ_17_001,カリウム,hazmat_class_3,,,name_regex,^カリウム$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第1号
fire_service,RJ_17_001,ナトリウム,hazmat_class_3,,,name_regex,^ナトリウム$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第2号
fire_service,RJ_17_001,アルキルアルミニウム,hazmat_class_3,,,name_regex,^(トリ|ジ)(メチル|エチル|イソブチル|プロピル|ブチル|オクチル|ヘキシル).*アルミニウム|^(ジ|トリ)?(クロロ|ブロモ)\((ジ|トリ)?(メチル|エチル|イソブチル|ブチル|オクチル)\)アルミニウム|(メチル|エチル|イソブチル|ブチル)アルミニウム(ジ|セスキ)?(クロリド|ブロミド)|アルキルアルミニウム,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第3号
fire_service,RJ_17_001,アルキルリチウム,hazmat_class_3,,,name_regex,^(メチル|エチル|ブチル|sec-ブチル|tert-ブチル|フェニル)リチウム$|アルキルリチウム,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第4号
fire_service,RJ_17_001,黄りん,hazmat_class_3,,,name_regex,^黄リン$|^白リン$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第5号
fire_service,RJ_17_001,アルカリ金属（カリウム及びナトリウムを除く。）及びアルカリ土類金属,hazmat_class_3,,,name_regex,^リチウム$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第6号（品名が一意なリチウム単体のみ; 他のアルカリ金属/アルカリ土類金属は未対応）
fire_service,RJ_17_001,金属の水素化物,hazmat_class_3,,,name_regex,^(四)?水素化(ナトリウム|リチウム|カルシウム|カリウム|アルミニウムリチウム|リチウムアルミニウム|ホウ素(ナトリウム|カリウム|リチウム)),reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第8号
fire_service,RJ_17_001,金属のりん化物,hazmat_class_3,,,name_regex,^(一|二|三)?リン化(一|二|三)?(カルシウム|亜鉛|アルミニウム|マグネシウム),reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第9号
fire_service,RJ_17_001,カルシウム又はアルミニウムの炭化物,hazmat_class_3,,,name_regex,^炭化(カルシウム|アルミニウム)$|^カルシウム=アセチリド$|^カルシウムカーバイド$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第10号
fire_service,RJ_17_001,塩素化けい素化合物,hazmat_class_3,,,name_regex,^トリクロロシラン$|^三塩化シラン$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第3類第11号（政令）
fire_service,RJ_17_001,特殊引火物,hazmat_class_4,,,name_regex,^ジエチルエーテル$|^エチルエーテル$|^二硫化炭素$|^アセトアルデヒド$|^酸化プロピレン$|^2-メチルオキシラン$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第4類第1号
fire_service,RJ_17_001,アルコール類,hazmat_class_4,,,name_regex,^メタノール$|^エタノール$|^プロパン-1-オール$|^1-プロパノール$|^プロパン-2-オール$|^2-プロパノール$|^イソプロピルアルコール$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第4類第3号
fire_service,RJ_17_001,第一石油類,hazmat_class_4,,,name_regex,^ガソリン$|^ベンゼン$|^トルエン$|^アセトン$|^メチルエチルケトン$|^ブタン-2-オン$|^酢酸エチル$|^ヘキサン$|^ヘプタン$|^シクロヘキサン$|^ピリジン$|^酢酸メチル$|^テトラヒドロフラン$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第4類第2号
fire_service,RJ_17_001,第二石油類,hazmat_class_4,,,name_regex,^灯油$|^軽油$|^(o|m|p)-キシレン$|^キシレン$|^酢酸$|^クロロベンゼン$|^スチレン$|^エチルベンゼン$|^ブタン-1-オール$|^1-ブタノール$|^酢酸ブチル$|^ギ酸$,reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第4類第4号
fire_service,RJ_17_001,第三石油類,hazmat_class_4,,,name_regex,"^重油$|^クレオソート油$|^アニリン$|^ニトロベンゼン$|^エチレングリコール$|^エタン-1,2-ジオール$|^グリセリン$|^プロパン-1,2,3-トリオール$",reviewed,Ameyanagi,https://laws.e-gov.go.jp/law/323AC1000000186,別表第1 第4類第5号
poison_control,RJ_03_001,三―ジメチルジチオホスホリル―Ｓ―メチル―五―メトキシ―一・三・四―チアジアゾリン―二―オン及びこれを含有する製剤,deleterious,,,name_regex,"^ジチオリン酸S-\(2,3-ジヒドロ-5-メトキシ-2-オキソ-1,3,4-チアジアゾール-3-イル\)メチル-O,O-ジメチル$|^メチダチオン$|^DMTP$",draft,,https://laws.e-gov.go.jp/law/340CO0000000002,"指定令第2条（劇物）。法文はチアジアゾリン-2-オン表記、NITE名は互変異性体のチアジアゾール-3-イル表記（メチダチオン, CAS 950-37-8）。同一物質であることを要確認"
poison_control,RJ_03_001,ジメチルエチルメルカプトエチルチオホスフエイト（別名メチルジメトン）,specific_poison,,,name_regex,"^S-\[2-\(エチルスルファニル\)エチル\]=O,O-ジメチル=ホスホロチオアート$|デメトン-S-メチル|demeton-S-methyl",draft,,https://laws.e-gov.go.jp/law/325AC0000000303,法律別表第1の12（毒物）・別表第3の4（特定毒物）メチルジメトン。NITEは919-86-8（デメトン-S-メチル）を本条項の物質として収載。O/S異性体混合物（8022-00-2）との同一性を要確認
prtr,RJ_02_002,カドミウム及びその化合物,specific_first_class,,,name_regex,(?i)\A(?=.*(?:カドミウム|カドマート|cadmium|cadmate)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-099（管理番号75）。カドミウム元素名（英名cadmium/陰イオン形cadmate・カドマートを含む）を含む名称を特定第一種とする。Cd化合物と第一種元素の複塩は本規則が先に立ち、より厳しい特定第一種側に寄せる。
prtr,RJ_02_002,六価クロム化合物,specific_first_class,,,name_regex,(?i)\A(?=.*(?:クロム酸|二クロム酸|三酸化クロム|クロム\(VI\)|クロム\(6\+\)|chromate|dichromat|chromicacid|chromiumtrioxide|chromium\(VI\))),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-112（管理番号88）。六価クロムはクロム酸/二クロム酸/三酸化クロム/chromate/dichromate 等の六価を明示する語に限定して特定第一種とし、1-111（クロム及び三価クロム化合物・第一種）側の正規表現はこれらを否定先読みで除外する。有機配位子クロマート錯体（三価）は本語彙に入れていない。
prtr,RJ_02_002,ニッケル化合物,specific_first_class,,,name_regex,(?i)\A(?=.*(?:ニッケル|ニッケラート|nickel))(?!.*(?:\Aニッケル\Z|\ANickel\Z)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-355（管理番号309）。ニッケル化合物は特定第一種。単体金属ニッケルは別掲1-354（第一種）なので、名称が「ニッケル」「Nickel」のみの行は否定先読みで除外する。
prtr,RJ_02_002,砒素及びその無機化合物,specific_first_class,,,name_regex,(?i)\A(?=.*(?:砒|ヒ素|ひ素|ヒ酸|亜ヒ酸|ヒ化|アルシン|アルサ|アルセ|アルソ|arsen)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-378（管理番号332）。「砒素及びその無機化合物」。ヒ酸塩・亜ヒ酸塩・ヒ化物・アルシン類を含める。名称から有機砒素化合物（無機に限る、の除外側）を判別できない場合があり、その残差は註記どまり。
prtr,RJ_02_002,ベリリウム及びその化合物,specific_first_class,,,name_regex,"(?i)\A(?=.*(?:ベリリウム|beryll|beryl|Bertrandite|[(,]Be\d))",draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-444（管理番号394）。ベリリウム及びその化合物（鉱物名Beryl等の英名を含む）。
prtr,RJ_02_002,鉛及びその化合物,specific_first_class,,,name_regex,(?i)\A(?=.*(?:(?<![亜黒])鉛|プルンバ|プルンビ|ナマリ酸|lead|plumb)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-353（管理番号697）。鉛及びその化合物。亜鉛・黒鉛を後読みで除外し、プルンバン/plumbate等の有機鉛・鉛酸塩も含める。
prtr,RJ_02_002,ビス（トリブチルスズ）＝オキシド,specific_first_class,,,name_regex,"(?i)\A(?=.*(?:1,1,1,3,3,3-ヘキサブタン-1-イルジスタンノキサン|ヘキサブチルジスタンノキサン|ビス\(トリブチルスズ\)=オキシド|bis\(tributyltin\)oxide|酸化トリブチルスズ))",draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-375（管理番号706）。ビス（トリブチルスズ）＝オキシドのみ特定第一種。NITE公式名称は「１，１，１，３，３，３－ヘキサブタン－１－イルジスタンノキサン」（CAS 56-35-9）なのでその名称も明示する。1-274（有機スズ化合物）は「ビス（トリブチルスズ）＝オキシドを除く。」ので、当該名称をこの規則が先取りする。
prtr,RJ_02_002,ポリ塩化ビフェニル（別名ＰＣＢ）,specific_first_class,,,name_regex,(?i)\A(?=.*(?:クロロビフェニル|ポリ塩化ビフェニル|chlorobiphenyl|polychlorinatedbiphenyl|PCB|アロクロール|カネクロール)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-459（管理番号406）。ポリ塩化ビフェニル。塩素化ビフェニル個別異性体名（〜クロロビフェニル）と商品名（アロクロール/カネクロール）を含める。
prtr,RJ_02_002,ダイオキシン類,specific_first_class,,,name_regex,(?i)\A(?=.*(?:ダイオキシン|クロロジベンゾ|chlorodibenzo)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,"政令番号1-278（管理番号243）。ダイオキシン類。塩素化を明示する「クロロジベンゾ〜」に限定し、非塩素のジベンゾフラン誘導体（例：ジベンゾ[b,d]フラン-4-イルボラン＝ほう素化合物）を巻き込まない。"
prtr,RJ_02_002,トルイジン,specific_first_class,,,name_regex,(?i)\A(?=.*(?:\A(\d+-|o-|m-|p-|オルト-|メタ-|パラ-)?トルイジン(一?塩酸塩|=一?塩酸塩)?\Z)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-346（管理番号）。トルイジン（特定第一種）。o-/m-/p-の異性体名と塩酸塩のみを対象とする全名称一致にし、トルイジン骨格を含む別掲の農薬名（例：2-096 ベンフルラリン＝第二種）を巻き込まない。
prtr,RJ_02_002,石綿,specific_first_class,,,name_regex,(?i)\A(?=.*(?:石綿|asbest|クリソタイル|クロシドライト|アモサイト|アンソフィライト|トレモライト|アクチノライト|chrysotile|crocidolite|amosite|tremolite|actinolite|anthophyllite)),draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-051（管理番号33）。石綿（6鉱物種の和名・英名）。
prtr,RJ_02_002,亜鉛の水溶性化合物,first_class,,,name_regex,"(?i)\A(?!(?=.*(?:カドミウム|カドマート|cadmium|cadmate)))(?!(?=.*(?:クロム酸|二クロム酸|三酸化クロム|クロム\(VI\)|クロム\(6\+\)|chromate|dichromat|chromicacid|chromiumtrioxide|chromium\(VI\))))(?!(?=.*(?:ニッケル|ニッケラート|nickel))(?!.*(?:\Aニッケル\Z|\ANickel\Z)))(?!(?=.*(?:砒|ヒ素|ひ素|ヒ酸|亜ヒ酸|ヒ化|アルシン|アルサ|アルセ|アルソ|arsen)))(?!(?=.*(?:ベリリウム|beryll|beryl|Bertrandite|[(,]Be\d)))(?!(?=.*(?:(?<![亜黒])鉛|プルンバ|プルンビ|ナマリ酸|lead|plumb)))(?!(?=.*(?:1,1,1,3,3,3-ヘキサブタン-1-イルジスタンノキサン|ヘキサブチルジスタンノキサン|ビス\(トリブチルスズ\)=オキシド|bis\(tributyltin\)oxide|酸化トリブチルスズ)))(?!(?=.*(?:クロロビフェニル|ポリ塩化ビフェニル|chlorobiphenyl|polychlorinatedbiphenyl|PCB|アロクロール|カネクロール)))(?!(?=.*(?:ダイオキシン|クロロジベンゾ|chlorodibenzo)))(?!(?=.*(?:\A(\d+-|o-|m-|p-|オルト-|メタ-|パラ-)?トルイジン(一?塩酸塩|=一?塩酸塩)?\Z)))(?!(?=.*(?:石綿|asbest|クリソタイル|クロシドライト|アモサイト|アンソフィライト|トレモライト|アクチノライト|chrysotile|crocidolite|amosite|tremolite|actinolite|anthophyllite)))(?=.*(?:亜鉛|zinc|ジンケート|zincate))",draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-001（管理番号1）。亜鉛の水溶性化合物。名称から水溶性は判定できないため亜鉛含有名称を一括で第一種とする（化管法の亜鉛関連掲名は1-001/1-002/1-370等いずれも第一種なので区分の誤りは生じない）。特定第一種元素（Cd/Ni/Pb/Be/As/六価Cr等）との複塩は先頭の特定第一種規則が優先する。
prtr,RJ_02_002,アンチモン及びその化合物,first_class,,,name_regex,"(?i)\A(?!(?=.*(?:カドミウム|カドマート|cadmium|cadmate)))(?!(?=.*(?:クロム酸|二クロム酸|三酸化クロム|クロム\(VI\)|クロム\(6\+\)|chromate|dichromat|chromicacid|chromiumtrioxide|chromium\(VI\))))(?!(?=.*(?:ニッケル|ニッケラート|nickel))(?!.*(?:\Aニッケル\Z|\ANickel\Z)))(?!(?=.*(?:砒|ヒ素|ひ素|ヒ酸|亜ヒ酸|ヒ化|アルシン|アルサ|アルセ|アルソ|arsen)))(?!(?=.*(?:ベリリウム|beryll|beryl|Bertrandite|[(,]Be\d)))(?!(?=.*(?:(?<![亜黒])鉛|プルンバ|プルンビ|ナマリ酸|lead|plumb)))(?!(?=.*(?:1,1,1,3,3,3-ヘキサブタン-1-イルジスタンノキサン|ヘキサブチルジスタンノキサン|ビス\(トリブチルスズ\)=オキシド|bis\(tributyltin\)oxide|酸化トリブチルスズ)))(?!(?=.*(?:クロロビフェニル|ポリ塩化ビフェニル|chlorobiphenyl|polychlorinatedbiphenyl|PCB|アロクロール|カネクロール)))(?!(?=.*(?:ダイオキシン|クロロジベンゾ|chlorodibenzo)))(?!(?=.*(?:\A(\d+-|o-|m-|p-|オルト-|メタ-|パラ-)?トルイジン(一?塩酸塩|=一?塩酸塩)?\Z)))(?!(?=.*(?:石綿|asbest|クリソタイル|クロシドライト|アモサイト|アンソフィライト|トレモライト|アクチノライト|chrysotile|crocidolite|amosite|tremolite|actinolite|anthophyllite)))(?=.*(?:アンチモン|スチバ|スチビ|スチボ|アンチモナート|antimon|stiba|stibi))",draft,,https://laws.e-gov.go.jp/law/412CO0000000138,政令番号1-048（管理番号31）。アンチモン及びその化合物（有機アンチモンのスチバン/スチビン類、アンチモン酸塩を含む）。
